courses_title,degree_field,url,skills,skill_1,skill_2,skill_3,cert_titles
[''],['Electronics and Computer Systems'],https://www.linkedin.com/in/rohit-bhelkar-6951189,"['Workflow Management and Automation', 'Audio Synthesis and Modular Techniques', 'Communication and Interpersonal Skills']",git workflow,audio synthesis,communication skills,[]
"['newtonian mechanics', 'newtonian mechanics', 'artificial intelligence', 'computer graphics interactions', 'computer languages compilers', 'computer security', 'data mining', 'database systems', 'differential equations', 'distributed systems', 'electromagnetic fields', 'embedded systems', 'fundamental algorithms', 'language design', 'software engineering 1+2', 'virtual reality']",[''],https://www.linkedin.com/in/scott-blessing,"['Programming Paradigms', 'Web Development Expertise', '.NET Development Fundamentals']",c# programming,web development,entity framework core,[]
[''],"['Analytics and Business Intelligence', 'Computer Science and Engineering', 'Bio-STEM Sciences', 'East Asian Studies']",https://www.linkedin.com/in/lcao2001,"['Software Testing and Quality Assurance', 'Networking Expertise', 'Data Analytics Suite']",penetration testing,azure networking,data analysis,[]
[''],[],https://www.linkedin.com/in/marcy-carroccio,"['Technical Techniques', 'Caching and Data Retrieval', 'Interpersonal and Communication Skills']",interviewing techniques,staffing strategies,management skills,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/skyler-johnson-4b790b104,"['Data Analytics Suite', 'Data Visualization and Analysis', 'Machine Learning and Data Science']",data analysis,data visualization,machine learning,['Tableau Desktop 10 Qualified Associate']
[''],"['Management and Business', 'Quantitative Economics and Mathematics', 'Electronics and Computer Systems']",https://www.linkedin.com/in/wenchao-li-b174a23a,"['Data Analytics Suite', 'Data Analytics Suite', 'Data Visualization and Analysis']",data analysis,statistical analysis,data visualization,[]
"['analysis algorithms', 'data mining', 'database', 'foundations artificial intelligence', 'machine learning', 'operation system', 'software architecture', 'web technologies', 'introduction computer network', 'introduction database']","['Computer Science and Engineering', 'Languages and Literature', 'Computer Science and Engineering', 'Computer Science and Engineering']",https://www.linkedin.com/in/chieh-chun-chang-9b0a6512,"['Interpersonal and Communication Skills', 'Code Engineering', 'Data Analytics Suite']",debugging skills,code debugging,data analysis tools,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/mayarao,"['Automation Engineering', 'Integration Expertise', 'Python Development']",automation testing,appium integration,python programming,['Java 2 Certification']
"['software engineering', 'computer vision', 'deep learning', 'design implementation programming languages', 'analysis algorithms', 'computer architecture', 'data structures', 'discrete math', 'java', 'python']","['Computer Science and Engineering', 'STEM']",https://www.linkedin.com/in/knorms,"['Data Analytics Suite', 'Programming Paradigms', 'Machine Learning and Data Science']",data analysis,ruby programming,machine learning,[]
[''],['Industrial Engineering Cluster'],https://www.linkedin.com/in/syedfawad,"['IT Fundamentals', 'Computer Technology', 'windows  deployment']",cybersecurity fundamentals,hardware installation,windows 10 deployment,['Six Sigma Green Belt']
[''],['Software Engineering and Computing Technologies'],https://www.linkedin.com/in/andrew-machina-3ab4b237,"['Web Development Expertise', 'Design Engineering', 'Programming Paradigms']",web development,ui design,programming,[]
[''],"['Cybersecurity and Information Security', 'Information Technology']",https://www.linkedin.com/in/adrianoropeza,"['Cybersecurity', 'Risk and Vulnerability Management', 'Data and Modeling']",incident response,vulnerability scanning,threat detection,"['Microsoft Certified: Cybersecurity Architect Expert', 'Microsoft Certified: Identity and Access Administrator Associate', 'Microsoft Certified: Security Operations Analyst Associate', 'Microsoft Certified: Azure Fundamentals', 'CompTIA CySA+ ce Certification', 'Technical Certificate - Cybersecurity & Ethical Hacking', 'Technical Certificate - Information Technology', 'Check Point Certified Security Administrator (CCSA)', 'NSE1', 'NSE2', 'Kaseya Certified Administrador BMS', 'Kaseya Certified Administrador VSA']"
"['fault-tolerant computing', 'topics computer networking', 'algebraic coding theory', 'analysis algorithms', 'applications random processes', 'computer architecture', 'digital image processing', 'engineering risk analysis', 'information theory', 'internet engineering', 'machine learning', 'mathematical modeling large data sets', 'optimization methods-control communication', 'principles digital communications']","['Electrical and Computer Engineering', 'Electrical and Computer Engineering', 'Electrical Engineering and Electronics']",https://www.linkedin.com/in/dulanjalie,"['Data Analytics Suite', 'Network Expertise', 'Troubleshooting Proficiency']",data analysis,network design,network troubleshooting,[]
[''],"['Quantitative Economics and Mathematics', 'Quantitative Economics and Mathematics']",https://www.linkedin.com/in/alexanderthclark,"['Data Analytics Suite', 'Data and Modeling', 'Data Visualization and Analysis']",data analysis,statistical modeling,data visualization,[]
[''],['Mechanical Engineering and Related Fields'],https://www.linkedin.com/in/nick-buchanan,"['Design Engineering', 'Technical Proficiency', 'Data and Modeling']",sheet metal design,dimensioning and tolerancing,advanced modeling techniques,"['AIARE 1', 'Race License', 'Race License']"
[''],"['Computer Science and Engineering', 'Software Engineering and Computing Technologies', 'Computer Science and Engineering']",https://www.linkedin.com/in/jovesluo,"['Software Engineering Cluster', 'IT Administration', 'Risk and Vulnerability Management']",apollo development,hadoop administration,security assessment,[]
[''],"['School and Education', 'Computer Science and Engineering', 'Electrical Engineering and Electronics', 'Electrical Engineering and Electronics']",https://www.linkedin.com/in/xu-liu-098678120,"['Data Analytics Suite', 'Machine Learning and Data Science', 'Data Engineering and Management']",data analysis,machine learning,data mining,[]
[''],"['VLSI Engineering', 'Electrical and Computer Engineering']",https://www.linkedin.com/in/shawn-lorenz-6482866,"['GUI Development and Automation', 'Audio Synthesis and Modular Techniques', 'Data Analytics Suite']",gui design,audio synthesis,data analysis,[]
[''],['Technology and Applied Sciences'],https://www.linkedin.com/in/rajesh-kumar-prabhakaran-28519a61,"['Cloud and Enterprise Architecture', 'Infrastructure Engineering', 'Cloud and Enterprise Architecture']",microservice architecture,infrastructure automation,cloud architecture,[]
[''],"['VLSI Engineering', 'Electrical Engineering and Electronics']",https://www.linkedin.com/in/shiva-chandrasekaran-1656686,"['Debugging and Troubleshooting', 'Software Engineering Cluster', 'Audio Synthesis and Modular Techniques']",debugging javascript,fpga development,modular synthesis,[]
[''],"['Physical Sciences and Engineering', 'Mechanical Engineering and Related Fields']",https://www.linkedin.com/in/koyo-nagashima,"['Simulation and Control', 'Technical Proficiency', 'IT Management']",plc programming,laser cutting,supply chain management,"['Certified Production Engineer (CPE)', 'Master of Engineering']"
[''],[],https://www.linkedin.com/in/gopi-rao,"['Software Engineering', 'implementing windows', 'Coding Expertise']",debugging software,implementing windows 10,developing fpga with verilog,[]
[''],"['Computational Biology', 'Statistical Sciences', 'Computer Science and Engineering', 'Computer Science and Engineering']",https://www.linkedin.com/in/lan-liu-b055636,"['Data Analytics Suite', 'Machine Learning and Data Science', 'Natural Language Processing (NLP) and Text Analytics']",data analysis,machine learning,text processing,[]
[''],['Instrumentation and Control Engineering'],https://www.linkedin.com/in/chris-yoon-46285310,"['Troubleshooting Proficiency', 'Risk and Vulnerability Management', 'Configuration Management']",network troubleshooting,security vulnerability assessment,wan configuration,['CCIE']
[''],[],https://www.linkedin.com/in/meghanamak,"['Data Engineering and Management', 'Technical Software Proficiency', 'Big Data and Data Engineering']",data analytics,sql proficiency,big data engineering,[]
"['applied econometrics time series analysis', 'big data', 'business analytics with r', 'data visualization', 'database foundations business analytics', 'machine learning', 'statistics data analysis', 'prescriptive analytics']","['Analytics and Business Intelligence', 'Electrical Engineering and Electronics']",https://www.linkedin.com/in/brindhadevivenkatachalam,"['Python Development', 'Mobile Development and Testing', 'Cloud and Enterprise Architecture']",python programming,mobile automation,webdriver architecture,"['Python Basics', 'Oracle Certified Expert Database SQL']"
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/ramandeep-guliani,"['ML Model Development', 'Hardware and Software Engineering', 'Programming Paradigms']",css box model,sharepoint framework,reactive programming,['Microsoft Global Hackathon 2021']
[''],"['Information Technology and Management', 'Information Systems Management and Technology']",https://www.linkedin.com/in/berdikhan,"['Software Design Patterns', 'Advanced Scripting and Routing', 'Java EE Development']",design patterns,advanced apis,xcode essentials,"['MCTS: .NET Framework 4, Web Applications', 'MS: Programming in C#', 'MCPS: Microsoft Certified Professional', 'MS: Programming in HTML5 with JavaScript and CSS3', 'iOS Certified Developer']"
[''],[],https://www.linkedin.com/in/rodney-c-9653bb1b8,"['Concurrency Management', 'Configuration Management', 'Mobile Development and Testing', 'Networking Expertise', 'multicloud vm management', 'Virtualization and Cloud Management']",call control,qos configuration,collaboration app setup,"['CyberOps Associate', 'CCNA: Switching, Routing, and Wireless Essentials', 'Learning Computer Forensics', 'Learning Cyber Incident Response and Digital Forensics', 'CCNA: Introduction to Networks', 'AWS Certified Cloud Practitioner']"
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/michaelwda,"['Software Testing and Quality Assurance', 'Web Development Expertise', 'Test Engineering']",unit testing,web development,test-driven development,[]
"['terrorism counterterrorism: comparing theory practice', 'cissp']",[],https://www.linkedin.com/in/roman203,"['IT Fundamentals', 'Cloud Engineering and Management', 'Cloud Engineering and Management']",cloud security fundamentals,cloud security tools,cloud security operations,"['Microsoft Certified: Security, Compliance, and Identity Fundamentals', 'Microsoft Certified: Azure Fundamentals', 'Microsoft Certified Trainer 2022-2023', 'Career Development Program - Alumni', 'Prosci® Certified Change Practitioner', 'Microsoft Global Hackathon 2021', 'Agile Foundations', 'Instructor Recognition - First Class Delivered', 'Instructor Recognition - First Class Delivered', 'Scrum: The Basics', 'Outlook: Efficient Email Management', 'Microsoft Certified Trainer 2020-2021', 'Microsoft Certified Trainer 2020-2021', 'Microsoft Global Challenger', 'Microsoft Global Challenger', 'Design Thinking: Venture Design', 'Developing Executive Presence', 'Learning Design Research', 'Learning Design Thinking: Lead Change in Your Organization', 'Design Thinking: Implementing the Process', 'Design Thinking: Understanding the Process', 'AZ-100 Microsoft Azure Infrastructure and Deployment', 'Microsoft Certified: Azure Administrator Associate', 'MCTS: Windows Server 2008 Active Directory, Configuration', 'MCTS: Windows Server 2008 Applications Infrastructure, Configuration', 'MCTS: Windows Server 2008 Network Infrastructure, Configuration', 'MCSE1: Security on Windows Server 2003', 'MCSA1: Security on Windows Server 2003', 'CISSP', 'Certified Information Systems Security Professional (CISSP)', 'Certified Information Systems Security Professional (CISSP)', 'Certified Information Systems Security Professional (CISSP)', 'MCPS: Microsoft Certified Professional', 'Microsoft 365 Certified: Security Administrator Associate', 'Microsoft 365 Certified: Security Administrator Associate', 'Microsoft 365 Certified: Security Administrator Associate', 'Microsoft Certified Trainer 2020-2021', 'Microsoft Certified: Azure Security Engineer Associate', 'Microsoft Certified: Azure Security Engineer Associate', 'Certified Information Systems Security Professional (CISSP)', '533-OP: Implementing Microsoft Azure Infrastructure Solutions', 'Accessibility in Action', 'Microsoft Global Challenger']"
[''],[],https://www.linkedin.com/in/mark-olsen-9586a838,"['Web Development Expertise', 'jsf . framework', 'Engineering and Design Best Practices']",java web app development,jsf 2.3 framework,web design principles,"['Titanium Certified Developer', 'Titanium Certified Expert']"
[''],[],https://www.linkedin.com/in/byanka-hernandez-96800683,"['Data Analytics Suite', 'Data Visualization and Analysis', 'Forecasting and Financial Management']",data analysis,data visualization,sales forecasting,[]
[''],[],https://www.linkedin.com/in/stevetam8,"['Troubleshooting Proficiency', 'Network Expertise', 'Configuration Management']",network troubleshooting,routing and switching,vpn configuration,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/seth-verrinder-a8458716,"['Software Engineering', 'IT Management', 'IDE Proficiency and Navigation']",software design,package management,ide navigation,[]
[''],"['Sustainable Energy and Environmental Law', 'Mechatronics and Automation Engineering']",https://www.linkedin.com/in/longtpham,"['Digital Literacy and Technology', 'Embedded Systems', 'Design Engineering']",digital signal processing,embedded systems programming,pcb design,"['Artificial Intelligence', '6.002x: Circuits and Electronics', ""Rudolph's Transparent Application""]"
[''],[],https://www.linkedin.com/in/alejandro-astorga-75470a117,"['IT Fundamentals', 'Risk and Vulnerability Management', 'Cybersecurity']",cybersecurity fundamentals,risk management,incident response,"['MTA: Windows Server Administration Fundamentals - Certified 2020', 'MTA: Networking Fundamentals - Certified 2020', 'MTA: Security Fundamentals - Certified 2020', 'LE-1: Linux Essentials', 'CompTIA A+ ce Certification', 'CompTIA IT Operations Specialist – CIOS Stackable Certification', 'CompTIA Network Infrastructure Professional – CNIP Stackable Certification', 'CompTIA Network+ ce Certification', 'CompTIA Secure Infrastructure Specialist – CSIS Stackable Certification', 'CompTIA Security+ ce Certification', 'CompTIA Server+ Certification', 'NREMT']"
[''],"['Data Science and Management', 'Computer Science and Engineering', 'Science (PCM)']",https://www.linkedin.com/in/sachi-sharma,"['Java Mastery', 'Software Engineering Cluster', 'Software Engineering Cluster']",java development,angular development,servlet development,[]
[''],[],https://www.linkedin.com/in/ananya-bhattacharjee-a150443a,"['Software Testing and Quality Assurance', 'Software Testing and Quality Assurance', 'Software Testing and Quality Assurance']",manual testing techniques,alpha testing in agile,software testing tools,[]
[''],['Engineering and Applied Sciences'],https://www.linkedin.com/in/alexander-carnahan,"['Parallel and Scientific Computing', 'Data Structures and Algorithms', 'Embedded Systems']",parallel programming,data structure implementation,embedded systems programming,['EIT']
[''],['Electrical and Computer Engineering'],https://www.linkedin.com/in/simonkurtz,"['Cross-Platform and Cloud Platform Management', 'Dynamic Content Management', '.NET Development Fundamentals']",cross-platform app development,dynamic web content,.net core fundamentals,"['Contributor Badge 2023Q2', 'Streak Level Three', 'Streak Level One', 'Streak Level Two', 'Microsoft Certified: Azure Fundamentals', 'Microsoft Certified: Azure Fundamentals']"
[''],[],https://www.linkedin.com/in/josephleebartels,"['Forecasting and Financial Management', 'Data Analytics Suite', 'Automation Engineering']",financial reporting,data analysis,automation programming,"['Arc Flash Safety', 'Lockout Tagout', 'CPR/AED/First Aid']"
[''],['Cloud and Infrastructure Engineering'],https://www.linkedin.com/in/george-nyandika-22b91390,"['IT Management', 'Server Management and Development', 'IT Administration']",active directory management,windows server configuration,dns administration,"['Nutanix Certified Associate', 'Microsoft Certified: Azure Administrator Associate']"
"['software engineering ui/ux', 'algorithms', 'american sign language', 'applied statistics', 'calculus', 'calculus', 'computing', 'engineering society', 'data abstraction data structures', 'database systems', 'elements discrete mathematics', 'environmental biology', 'environmental geology', 'fundamentals programming problem solving', 'it project management', 'information studies: digital age', 'introduction computing engineering', 'introduction software engineering', 'mobile app development', 'object-oriented programming', 'phy', 'physics', 'principles microeconomics', 'public speaking', 'software architecture design', 'software construction', 'software requirements', 'systems', 'technology', 'ethics', 'global society', 'web application programming', 'software quality assurance']",['Software Engineering and Computing Technologies'],https://www.linkedin.com/in/laurel-sexton,"['JSON Expertise', 'Microservices Development and Architecture', 'Programming Paradigms']",exception handling,microservices architecture,object-oriented programming,['ITIL Foundation Level']
[''],"['Software Engineering and Computing Technologies', 'Computer Science and Engineering']",https://www.linkedin.com/in/hemanthgajula,"['Cloud and Web Services Technologies', 'Data Manipulation and Querying', 'webpack  configuration']",restful web services,data analytics with sql,webpack 4 configuration,[]
"['datasystems', 'it risk management', 'business management-2', 'decision support systems', 'digital forensics', 'distributed computing', 'information assurance', 'information systems audit', 'introduction business', 'management it projects', 'process analytics (white belt)', 'seminar e-commerce', 'systems analysis design', 'tech innovation management', 'computer networks', 'computer programming', 'digital communication', 'industrial economics management', 'micro-processors micro-controllers', 'electronics']","['Information Systems Management and Technology', 'Information and Telecommunication Technologies', 'Electronics and Computer Systems']",https://www.linkedin.com/in/pranithshetty,"['Risk and Vulnerability Management', 'Information Security and Privacy Management', 'Risk and Vulnerability Management']",risk assessment,security program management,risk reporting,"['Certified GRC Professional', 'Certified Privacy Professional', 'Certified in Risk and Information Systems Control™ (CRISC)', 'Certified Data Privacy Solutions Engineer™ (CDPSE™)', 'Certified Information Systems Security Professional (CISSP)', 'Six Sigma - White Belt', 'Fundamentals of Database Administration - DB2', 'Microsoft Certified Technology Specialist (MCTS)', 'Fundamentals of Network Security']"
[''],"['VLSI Engineering', 'Communications and Electronics Engineering', 'Historical Studies and Computing']",https://www.linkedin.com/in/mangesh-kaldhone-466b121b,"['Coding Expertise', 'Data Engineering and Management', 'Java Mastery']",hdl coding,data acquisition,java programming,[]
[''],"['Computer Science and Engineering', 'Electrical Engineering and Related Disciplines']",https://www.linkedin.com/in/scott-nellenbach,"['GUI Development and Automation', 'Programming Paradigms', 'Software Engineering']",gui development,verilog programming,software design,"['C++ Best Practices for Developers', 'Neural Networks for Machine Learning', 'Amazon Web Services Essential Training (2014)', 'Machine Learning Foundations: A Case Study Approach']"
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/kate-kenneally-12605b9a,"['Java Mastery', 'Python Development', 'Web Development Expertise']",java programming,python programming,responsive web design,[]
[''],['Computer Science and Engineering'],https://www.linkedin.com/in/prasenjit-paik-961b2069,"['Java EE Development', 'Software Engineering Cluster', 'Application Development and Deployment']",java ee development,javaserver faces development,jsf application development,"['Mongo DB for Java Developers', 'SAFe 5 Scrum Master', 'SCJP 1.4']"
[''],['Electrical Engineering and Related Disciplines'],https://www.linkedin.com/in/carina-renteria-68b958a0,"['Data Visualization and Analysis', 'Animation Mastery', 'GUI Development and Automation']",data visualization,css animation,gui development,[]
[''],[],https://www.linkedin.com/in/kevin-avila-sanroman-292834191,"['Data and Object Manipulation', 'Cloud Engineering and Management', 'Infrastructure Engineering']",array manipulation,cloud deployment,infrastructure automation,"['AWS Academy Graduate - AWS Academy Cloud Foundations', 'Food Safety Manager Certification (FSMC)']"
[''],[],https://www.linkedin.com/in/rohinibehl,"['Cloud Engineering and Management', 'Software Engineering Cluster', 'DevOps Engineering']",cloud computing,aws development,devops,[]
[''],"['Mechanical Engineering and Related Fields', 'Mechanical Engineering and Related Fields']",https://www.linkedin.com/in/kedar-karajagi-22081977,"['d modeling', 'Computer-Aided Design (CAD) Expertise', 'Design Engineering']",3d modeling,cad software,design for additive manufacturing,"['Industrial Design & Plastic Product Design', 'LS-Dyna for Crashworthiness', 'Battery Innovation Center (BIC) Li-ion battery fundamental training', 'Non-linear FE Analysis using OptiStruct & RADIOSS (Online)', 'Linear FE Analysis using OptiStruct', 'HyperMesh & HyperView Introduction', 'Simulink for Automotive System Design', 'Finite Element Analysis using ANSYS', 'Workbench for structural & thermal analysis']"
[''],['Electrical Engineering and Related Disciplines'],https://www.linkedin.com/in/soujanya-bhaskara-a83a0919,"['Interpersonal and Communication Skills', 'Cybersecurity Career Advancement', 'Software Engineering Cluster']",influence senior colleagues,cybersecurity career planning,fpga development with verilog,[]
"['adobe photoshop', 'c/c++ programming', 'computer game development', 'computer logic', 'indie game development lab', 'java programming', 'object-oriented programming', 'programming data structures', 'web programming', 'word']",['Computer Science and Engineering'],https://www.linkedin.com/in/andrew-schutzbach-34997392,"['App Development and Building', 'App Development and Building', 'Mobile Development and Testing']",creating progressive web apps,building sortable tables,developing mobile apps with xamarin,[]
"['calculus with analytic geometry', 'computer networks', 'differential equations', 'digitial system design', 'embedded systems design', 'signals systems', 'statics dynamics']","['Electrical and Computer Engineering', 'Aerospace Engineering']",https://www.linkedin.com/in/kasie-house,"['Windows 10 Administration and Deployment', 'windows  troubleshooting', 'Troubleshooting Proficiency']",windows autopilot deployment,windows 11 troubleshooting,advanced troubleshooting,['Apple Service Fundamentals (SVC-19A)']
